CustomerId,Gender,Age,Geo_loc,CreditScore,EstimatedSalary,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
15588517,Male,38,France,717,158580.05,0,2,Yes,7,Yes,0
15723620,Male,41,France,617,14496.67,0,2,Yes,7,Yes,0
15727041,Male,71,France,624,108841.83,0,2,Yes,7,Yes,0
15590637,Male,41,France,721,61018.85,0,2,Yes,7,Yes,0
15697480,Male,30,France,731,143086.09,0,2,Yes,7,Yes,0
15738785,Male,26,France,545,156598.23,0,2,Yes,7,Yes,0
15604813,Male,40,France,494,158071.69,0,2,Yes,7,Yes,0
15752846,Male,28,France,699,22684.78,0,2,Yes,7,Yes,0
15653448,Male,34,France,754,65219.85,0,2,Yes,7,Yes,0
15649086,Male,42,France,596,121568.37,0,2,Yes,7,Yes,0
15587297,Male,33,France,507,85411.01,0,2,Yes,7,Yes,0
15745804,Male,25,France,628,195977.75,0,2,Yes,7,Yes,0
15611973,Male,55,France,804,118752.6,0,2,Yes,7,Yes,0
15763194,Male,34,France,643,100304.13,0,2,Yes,7,Yes,0
15631693,Male,36,France,697,74760.32,0,2,Yes,7,Yes,0
15706394,Male,53,France,609,52332.85,0,2,Yes,7,Yes,0
15678779,Male,33,France,502,4082.52,0,2,Yes,7,Yes,0
15665783,Male,49,France,565,89609.26,0,2,Yes,7,Yes,0
15608726,Male,24,France,663,166310.82,0,2,Yes,7,Yes,0
15570855,Male,38,France,670,77864.41,0,2,Yes,7,Yes,0
15592025,Male,53,France,651,130132.41,0,2,Yes,7,Yes,0
15751912,Male,36,France,567,3896.08,0,2,Yes,7,Yes,0
15724269,Male,25,France,670,144723.38,0,2,Yes,7,Yes,0
15633525,Male,29,France,631,125877.22,0,2,Yes,7,Yes,0
15662483,Male,43,France,850,173851.11,0,2,Yes,7,Yes,0
15757865,Male,62,France,642,61120.75,0,2,Yes,7,Yes,0
15579131,Male,25,France,835,83449.65,0,2,Yes,7,Yes,0
15702061,Male,29,France,654,149184.15,0,2,Yes,7,Yes,0
15582903,Male,39,France,643,170392.59,0,2,Yes,7,Yes,0
15664504,Male,35,France,418,88878.15,0,2,Yes,7,Yes,0
15643828,Male,29,France,592,91196.67,0,2,Yes,7,Yes,0
15777033,Male,29,France,524,105448.74,0,2,Yes,7,Yes,0
15698927,Male,39,France,675,36267.21,0,2,Yes,7,Yes,0
15700714,Male,29,France,747,141706.43,0,2,Yes,7,Yes,0
15745431,Male,34,France,604,188078.55,0,2,Yes,7,Yes,0
15747130,Male,39,France,521,653.58,0,2,Yes,7,Yes,0
15806455,Male,27,France,611,157474.1,0,2,Yes,7,Yes,0
15577657,Male,41,France,732,170886.17,0,2,Yes,8,Yes,0
15725737,Male,46,France,669,8487.75,0,2,Yes,3,Yes,0
15738191,Male,25,France,577,124508.29,0,2,Yes,3,Yes,0
15770811,Male,36,France,519,145562.4,0,2,Yes,9,Yes,0
15614049,Male,55,France,664,139161.64,0,2,Yes,8,Yes,0
15640635,Male,29,France,769,172290.61,0,2,Yes,8,Yes,0
15642004,Male,25,France,686,16459.37,0,2,Yes,1,Yes,0
15794413,Male,32,France,416,878.87,0,2,Yes,0,Yes,0
15625524,Male,40,France,512,146457.83,0,2,Yes,5,Yes,0
15789669,Male,65,France,510,48071.61,0,2,Yes,2,Yes,0
15810845,Male,42,France,636,55470.78,0,2,Yes,2,Yes,0
15656176,Male,57,France,501,47847.19,0,2,Yes,10,Yes,0
15624592,Male,31,France,603,169915.02,0,2,Yes,8,Yes,0
15727829,Male,42,France,567,167984.61,0,2,Yes,2,Yes,0
15808473,Male,72,France,673,111981.19,0,2,Yes,1,Yes,0
15636684,Male,34,France,727,198637.34,0,2,Yes,10,Yes,0
15653857,Male,34,France,498,148528.24,0,2,Yes,2,Yes,0
15668893,Male,39,France,782,33949.67,0,2,Yes,8,Yes,0
15785819,Male,38,France,681,112491.96,0,2,Yes,3,Yes,0
15811490,Male,33,France,627,103737.82,0,2,Yes,5,Yes,0
15576256,Male,39,France,582,129892.93,0,2,Yes,5,Yes,0
15592386,Male,58,France,520,32790.02,0,2,Yes,3,Yes,0
15676715,Male,68,France,640,199493.38,0,2,Yes,9,Yes,0
15642291,Male,23,France,685,112239.03,0,2,Yes,8,Yes,0
15760431,Male,38,France,850,80006.65,0,2,Yes,1,Yes,0
15785798,Male,40,France,850,119232.33,0,2,Yes,9,Yes,0
15749167,Male,35,France,753,184843.77,0,2,Yes,3,Yes,0
15731744,Male,30,France,692,130486.57,0,2,Yes,2,Yes,0
15715941,Male,54,France,692,88721.84,0,2,Yes,5,Yes,0
15773890,Male,22,France,733,117202.19,0,2,Yes,5,Yes,0
15600258,Male,43,France,701,165303.79,0,2,Yes,2,Yes,0
15626578,Male,26,France,622,153237.59,0,2,Yes,9,Yes,0
15811773,Male,36,France,543,141210.5,0,2,Yes,4,Yes,0
15658032,Male,39,France,701,82526.92,0,2,Yes,2,Yes,0
15661249,Male,53,France,699,111307.98,0,2,Yes,4,Yes,0
15607170,Male,35,France,699,78397.24,0,2,Yes,5,Yes,0
15589030,Male,47,France,649,145593.85,0,2,Yes,1,Yes,0
15703119,Male,38,France,652,145700.22,0,2,Yes,6,Yes,0
15667215,Male,31,France,678,58803.28,0,2,Yes,2,Yes,0
15788659,Male,46,France,695,137537.22,0,2,Yes,4,Yes,0
15645772,Male,33,France,661,84174.81,0,2,Yes,9,Yes,0
15575024,Male,29,France,503,143954.99,0,2,Yes,3,Yes,0
15674991,Male,42,France,667,58137.42,0,2,Yes,9,Yes,0
15740900,Male,34,France,589,177896.92,0,2,Yes,6,Yes,0
15748625,Male,57,France,664,15304.08,0,2,Yes,6,Yes,0
15673570,Male,37,France,580,77108.66,0,2,Yes,9,Yes,0
15670755,Male,60,France,650,102925.76,0,2,Yes,8,Yes,0
15640059,Male,40,France,606,70899.27,0,2,Yes,5,Yes,0
15790314,Male,41,France,649,130567.02,0,2,Yes,0,Yes,0
15639314,Male,32,France,589,9468.64,0,2,Yes,2,Yes,0
15797227,Male,28,France,754,52615.62,0,2,Yes,8,Yes,0
15654060,Male,41,France,517,75937.47,0,2,Yes,2,Yes,0
15605284,Male,26,France,688,104435.94,0,2,Yes,1,Yes,0
15643696,Male,49,France,611,142917.54,0,2,Yes,3,Yes,0
15798906,Male,69,France,628,181964.6,0,2,Yes,5,Yes,0
15614215,Male,53,France,717,97614.87,0,2,Yes,6,Yes,0
15625021,Male,42,France,585,18657.77,0,2,Yes,2,Yes,0
15797748,Male,44,France,729,9200.54,0,2,Yes,5,Yes,0
15801488,Male,25,France,723,134509.47,0,2,Yes,3,Yes,0
15682639,Male,32,France,642,88698.83,0,2,Yes,3,Yes,0
15689176,Male,46,France,663,176276.1,0,2,Yes,3,Yes,0
15624347,Male,40,France,651,147715.83,0,2,Yes,4,Yes,0
15723250,Male,42,France,519,101485.72,0,2,Yes,8,Yes,0
15762110,Male,37,France,628,171707.93,0,2,Yes,0,Yes,0
15706899,Male,34,France,559,66721.98,0,2,Yes,4,Yes,0
15614220,Male,22,France,750,105125.65,0,2,Yes,5,Yes,0
15605965,Male,43,France,630,34338.04,0,2,Yes,9,Yes,0
15741295,Male,49,France,615,49872.33,0,2,Yes,3,Yes,0
15570326,Male,34,France,621,99128.13,0,2,Yes,6,Yes,0
15600992,Male,36,France,652,151314.98,0,2,Yes,1,Yes,0
15778287,Male,35,France,622,131772.51,0,2,Yes,8,Yes,0
15793247,Male,34,France,498,91711.66,0,2,Yes,5,Yes,0
15576602,Male,38,France,809,80061.31,0,2,Yes,3,Yes,0
15668445,Male,37,France,521,86372.24,0,2,Yes,2,Yes,0
15746326,Male,43,France,591,198926.36,0,2,Yes,3,Yes,0
15754068,Male,32,France,578,141822.8,0,2,Yes,4,Yes,0
15723006,Male,38,France,489,196990.79,0,2,Yes,8,Yes,0
15590320,Male,66,France,850,64350.8,0,2,Yes,4,Yes,0
15808189,Male,52,France,449,123622,0,2,Yes,6,Yes,0
15701200,Male,36,France,576,48314,0,2,Yes,6,Yes,0
15586974,Male,39,France,656,98894.64,0,2,Yes,10,Yes,0
15653595,Male,51,France,796,194733.28,0,2,Yes,6,Yes,0
15631813,Male,39,France,621,58883.91,0,2,Yes,6,Yes,0
15648721,Male,64,France,711,3185.67,0,2,Yes,4,Yes,0
15636238,Male,40,France,611,102547.56,0,2,Yes,1,Yes,0
15572467,Male,37,France,506,127543.81,0,2,Yes,5,Yes,0
15780746,Male,61,France,705,191313.7,0,2,Yes,4,Yes,0
15681956,Male,34,France,684,65257.57,0,2,Yes,9,Yes,0
15707114,Male,30,France,831,3430.38,0,2,Yes,2,Yes,0
15796969,Male,33,France,731,74945.11,0,2,Yes,4,Yes,0
15802486,Male,34,France,488,125979.36,0,2,Yes,3,Yes,0
15716023,Male,31,France,693,182270.88,0,2,Yes,1,Yes,0
15657812,Male,52,France,688,172033.57,0,2,Yes,1,Yes,0
15675190,Male,21,France,623,135851.3,0,2,Yes,10,Yes,0
15635597,Male,33,France,644,155294.17,0,2,Yes,8,Yes,0
15657214,Male,74,France,601,51554.58,0,2,Yes,2,Yes,0
15642544,Male,34,France,723,12092.03,0,2,Yes,5,Yes,0
15730868,Male,41,France,747,22750.17,0,2,Yes,5,Yes,0
15569503,Male,44,France,765,159899.97,0,2,Yes,6,Yes,0
15711015,Male,36,France,743,190911.02,0,2,Yes,4,Yes,0
15652540,Male,31,France,683,77326.78,0,2,Yes,2,Yes,0
15586821,Male,28,France,727,19653.08,0,2,Yes,5,Yes,0
15667554,Male,35,France,605,45206.57,0,2,Yes,6,Yes,0
15770225,Male,36,France,493,65816.53,0,2,Yes,9,Yes,0
15615575,Male,34,France,722,133447.49,0,2,Yes,8,Yes,0
15727546,Male,35,France,762,43075.7,0,2,Yes,9,Yes,0
15623927,Male,55,France,576,94450.97,0,2,Yes,9,Yes,0
15779064,Male,27,France,677,20092.89,0,2,Yes,2,Yes,0
15806307,Male,37,France,537,20603.32,0,2,Yes,3,Yes,0
15716284,Male,43,France,543,78858.07,0,2,Yes,9,Yes,0
15782941,Male,31,France,573,91957.39,0,2,Yes,2,Yes,0
15712176,Male,31,France,816,28407.4,0,2,Yes,8,Yes,0
15706587,Male,57,France,560,116781.71,0,2,Yes,0,Yes,0
15641136,Male,32,France,629,77965.44,0,2,Yes,2,Yes,0
15748123,Male,20,France,613,149613.77,0,2,Yes,3,Yes,0
15648735,Male,37,France,718,142.81,0,2,Yes,8,Yes,0
15709396,Male,42,France,801,95804.33,0,2,Yes,6,Yes,0
15612030,Male,28,France,724,100240.2,0,2,Yes,9,Yes,0
15601892,Male,33,France,563,68815.05,0,2,Yes,8,Yes,0
15698619,Male,43,France,593,76357.43,0,2,Yes,9,Yes,0
15769582,Male,29,France,586,142238.54,0,2,Yes,3,Yes,0
15672115,Male,60,France,679,77331.77,0,2,Yes,6,Yes,0
15627697,Male,34,France,662,21497.27,0,2,Yes,2,Yes,0
15631170,Male,45,France,695,30793.61,0,2,Yes,3,Yes,0
15655794,Male,36,France,620,145937.99,0,2,Yes,8,Yes,0
15733876,Male,36,France,667,40062.29,0,2,Yes,9,Yes,0
15713379,Male,26,France,669,197594.34,0,2,Yes,4,Yes,0
15768455,Male,60,France,679,51380.9,0,2,Yes,8,Yes,0
15771483,Male,40,France,609,97416.34,0,2,Yes,6,Yes,0
15685829,Male,37,France,551,50578.4,0,2,Yes,3,Yes,0
15744529,Male,63,France,510,115291.86,0,2,Yes,8,Yes,0
15764419,Male,27,France,730,116081.93,0,2,Yes,5,Yes,0
15814004,Male,29,France,589,98320.27,0,2,Yes,2,Yes,0
15774179,Male,37,France,487,126477.41,0,2,Yes,6,Yes,0
15694946,Male,35,France,663,195580.28,0,2,Yes,9,Yes,0
15660200,Male,31,France,551,185105.44,0,2,Yes,1,Yes,0
15741094,Male,21,France,693,3494.02,0,2,Yes,1,Yes,0
15576219,Male,32,France,615,6225.63,0,2,Yes,4,Yes,0
15605327,Male,35,France,607,114190.3,0,2,Yes,2,Yes,0
15594577,Male,35,France,556,192751.18,0,2,Yes,10,Yes,0
15662901,Male,37,France,656,67840.81,0,2,Yes,2,Yes,0
15617877,Male,44,France,607,81140.09,0,2,Yes,0,Yes,0
15672821,Male,28,France,591,48606.92,0,2,Yes,5,Yes,0
15787550,Male,69,France,719,58320.06,0,2,Yes,3,Yes,0
15768293,Male,51,France,614,5552.37,0,2,Yes,3,Yes,0
15800215,Male,25,France,658,173948.4,0,2,Yes,3,Yes,0
15668521,Male,37,France,693,82867.55,0,2,Yes,1,Yes,0
15724527,Male,34,France,825,31933.06,0,2,Yes,9,Yes,0
15638988,Male,54,France,684,94888.6,0,2,Yes,6,Yes,0
15681327,Male,30,France,682,2053.42,0,2,Yes,9,Yes,0
15657439,Male,18,France,738,47799.15,0,2,Yes,4,Yes,0
15733303,Male,67,France,630,27330.27,0,2,Yes,5,Yes,0
15600626,Male,30,France,710,8991.17,0,2,Yes,6,Yes,0
15668460,Male,29,France,466,2797.27,0,2,Yes,6,Yes,0
15720354,Male,71,France,581,197562.08,0,2,Yes,4,Yes,0
15793196,Male,41,France,759,190294.12,0,2,Yes,9,Yes,0
15654519,Male,31,France,680,3148.2,0,2,Yes,1,Yes,0
15636658,Male,36,France,596,12067.39,0,2,Yes,2,Yes,0
15580988,Male,29,France,842,123437.05,0,2,Yes,8,Yes,0
15812324,Male,27,France,779,190623.02,0,2,Yes,1,Yes,0
15759566,Male,74,France,617,53949.98,0,2,Yes,10,Yes,0
15791988,Male,68,France,670,11426.7,0,2,Yes,4,Yes,0
15635285,Male,28,France,647,91055.27,0,2,Yes,8,Yes,0
15771855,Male,37,France,682,112554.68,0,2,Yes,5,Yes,0
15763806,Male,41,France,773,24924.92,0,2,Yes,4,Yes,0
15569572,Male,42,France,778,106197.44,0,2,Yes,6,Yes,0
15576185,Male,29,France,653,41671.81,0,2,Yes,2,Yes,0
15660809,Male,28,France,850,12409.01,0,2,Yes,4,Yes,0
15678317,Male,46,France,603,59563.49,0,2,Yes,2,Yes,0
15645835,Male,32,France,605,55724.24,0,2,Yes,9,Yes,0
15578211,Male,23,France,777,163225.48,0,2,Yes,6,Yes,0
15783541,Male,31,France,755,194660.78,0,2,Yes,5,Yes,0
15717185,Male,28,France,711,64286.39,0,2,Yes,8,Yes,0
15729435,Male,40,France,623,66119.07,0,2,Yes,6,Yes,0
15746341,Male,40,France,630,42495.81,0,2,Yes,8,Yes,0
15735788,Male,31,France,709,71009.84,0,2,Yes,6,Yes,0
15576094,Male,71,France,743,29837.65,0,2,Yes,0,Yes,0
15671915,Male,46,France,649,76946.6,0,2,Yes,5,Yes,0
15640917,Male,43,France,633,48249.88,0,2,Yes,5,Yes,0
15629603,Male,31,France,607,43196.5,0,2,Yes,8,Yes,0
15782778,Male,35,France,815,198490.33,0,2,Yes,4,Yes,0
15786643,Male,32,France,602,116052.92,0,2,Yes,10,Yes,0
15575676,Male,24,France,638,162597.15,0,2,Yes,1,Yes,0
15615091,Male,24,France,691,92811.2,0,2,Yes,6,Yes,0
15593555,Male,38,France,430,12050.77,0,2,Yes,9,Yes,0
15659962,Male,60,France,637,70174.03,0,2,Yes,3,Yes,0
15760880,Male,29,France,513,25514.77,0,2,Yes,10,Yes,0
15667085,Male,33,France,667,131834.75,0,2,Yes,4,Yes,0
15782311,Male,28,France,529,52545.24,0,2,Yes,9,Yes,0
15758306,Male,32,France,654,137898.57,0,2,Yes,6,Yes,0
15625592,Male,26,France,486,31399.4,0,2,Yes,2,Yes,0
15610147,Male,60,France,632,2085.32,0,2,Yes,2,Yes,0
15778947,Male,36,France,628,8742.91,0,2,Yes,3,Yes,0
15712938,Male,44,France,531,34416.79,0,2,Yes,3,Yes,0
15720847,Male,35,France,601,118983.18,0,2,Yes,2,Yes,0
15585222,Male,41,France,515,185054.14,0,2,Yes,8,Yes,0
15707132,Male,33,France,465,78698.09,0,2,Yes,5,Yes,0
15759751,Male,48,France,483,110059.38,0,2,Yes,1,Yes,0
15801934,Male,66,France,678,47117.03,0,2,Yes,8,Yes,0
15715796,Male,37,France,728,72203.8,0,2,Yes,0,Yes,0
15766163,Male,38,France,676,35644.79,0,2,Yes,1,Yes,0
15736413,Male,29,France,739,164484.78,0,2,Yes,1,Yes,0
15622443,Male,31,France,549,25684.85,0,2,Yes,4,Yes,0
15579112,Male,47,France,598,186116.54,0,2,Yes,2,Yes,0
15658852,Male,38,France,676,133692.88,0,2,Yes,8,Yes,0
15656029,Male,37,France,609,22030.72,0,2,Yes,6,Yes,0
15627881,Male,30,France,603,47536.46,0,2,Yes,8,Yes,0
15718245,Male,34,France,730,126592.01,0,2,Yes,1,Yes,0
15799932,Male,24,France,812,156906.15,0,2,Yes,10,Yes,0
15736302,Male,48,France,687,170893.85,0,2,Yes,4,Yes,0
15736963,Male,43,France,623,146379.3,0,2,Yes,1,Yes,0
15645717,Male,62,France,732,25438.87,0,2,Yes,2,Yes,0
15701281,Male,27,France,511,49089.36,0,2,Yes,8,Yes,0
15713505,Male,31,France,554,192660.55,0,2,Yes,1,Yes,0
15805764,Male,18,France,646,52795.15,0,2,Yes,10,Yes,0
15627377,Male,41,France,593,99136.49,0,2,Yes,6,Yes,0
15582841,Male,29,France,600,34747.43,0,2,Yes,8,Yes,0
15717995,Male,27,France,849,157891.86,0,2,Yes,0,Yes,0
15594409,Male,45,France,710,36154.66,0,2,Yes,1,Yes,0
15615016,Male,33,France,515,136028.97,0,2,Yes,2,Yes,0
15767626,Male,42,France,811,3797.79,0,2,Yes,10,Yes,0
15682070,Male,64,France,611,53277.15,0,2,Yes,9,Yes,0
15703106,Male,40,France,575,122488.59,0,2,Yes,5,Yes,0
15651272,Male,38,France,709,81452.29,0,2,Yes,5,Yes,0
15692406,Male,37,France,427,121485.1,0,2,Yes,5,Yes,0
15764405,Male,29,France,731,162452.65,0,2,Yes,10,Yes,0
15587240,Male,40,France,518,194416.58,0,2,Yes,4,Yes,0
15672299,Male,44,France,510,175518.31,0,2,Yes,6,Yes,0
15624323,Male,36,France,642,195224.91,0,2,Yes,4,Yes,0
15760849,Male,39,France,537,137651.6,0,2,Yes,2,Yes,0
15621440,Male,38,France,694,156858.2,0,2,Yes,1,Yes,0
15793585,Male,35,France,675,56642.97,0,2,Yes,8,Yes,0
15743759,Male,39,France,619,158444.61,0,2,Yes,5,Yes,0
15652180,Male,30,France,582,132029.95,0,2,Yes,2,Yes,0
15592230,Male,41,France,620,137309.06,0,2,Yes,3,Yes,0
15586425,Male,28,France,579,176925.69,0,2,Yes,4,Yes,0
15809830,Male,50,France,630,79377.45,0,2,Yes,8,Yes,0
15662245,Male,32,France,588,8763.87,0,2,Yes,1,Yes,0
15749671,Male,35,France,794,68730.91,0,2,Yes,6,Yes,0
15738150,Male,45,France,591,155492.87,0,2,Yes,5,Yes,0
15756155,Male,32,France,645,97628.08,0,2,Yes,4,Yes,0
15602572,Male,33,France,720,142956.48,0,2,Yes,9,Yes,0
15782879,Male,40,France,656,180553.48,0,2,Yes,2,Yes,0
15626679,Male,33,France,584,59103.13,0,2,Yes,3,Yes,0
15649451,Male,25,France,746,88728.47,0,2,Yes,9,Yes,0
15643439,Male,47,France,537,25482.62,0,2,Yes,10,Yes,0
15657396,Male,31,France,806,140168.36,0,2,Yes,9,Yes,0
15680197,Male,41,France,701,146257.77,0,2,Yes,10,Yes,0
15738063,Male,29,France,631,18581.84,0,2,Yes,2,Yes,0
15711733,Male,48,France,753,146821.42,0,2,Yes,4,Yes,0
15694125,Male,57,France,669,56875.76,0,2,Yes,5,Yes,0
15711921,Male,29,France,695,6770.44,0,2,Yes,5,Yes,0
15656484,Male,40,France,682,140745.91,0,2,Yes,4,Yes,0
15693902,Male,19,France,597,91036.74,0,2,Yes,2,Yes,0
15697567,Male,33,France,752,39570.78,0,2,Yes,4,Yes,0
15640648,Male,36,France,698,19231.98,0,2,Yes,6,Yes,0
15695078,Male,32,France,699,170770.44,0,2,Yes,3,Yes,0
15758039,Male,44,France,614,104930.46,0,2,Yes,6,Yes,0
15809227,Male,35,France,850,56991.66,0,2,Yes,2,Yes,0
15734588,Male,46,France,684,36376.97,0,2,Yes,0,Yes,0
15738627,Male,25,France,768,21215.67,0,2,Yes,6,Yes,0
15803908,Male,45,France,628,96862.56,0,2,Yes,9,Yes,0
15711316,Male,27,France,771,199527.34,0,2,Yes,2,Yes,0
15571144,Male,28,France,655,126565.21,0,2,Yes,10,Yes,0
15577402,Male,31,France,593,20492.16,0,2,Yes,9,Yes,0
15764293,Male,33,France,490,80792.83,0,2,Yes,1,Yes,0
15672016,Male,35,France,819,3385.04,0,2,Yes,1,Yes,0
15809302,Male,24,France,572,151460.84,0,2,Yes,1,Yes,0
15747000,Male,27,France,592,19645.65,0,2,Yes,3,Yes,0
15729804,Male,34,France,714,80234.14,0,2,Yes,10,Yes,0
15670866,Male,31,France,693,107759.31,0,2,Yes,2,Yes,0
15716800,Male,31,France,582,33747.03,0,2,Yes,2,Yes,0
15616122,Male,39,France,777,18613.52,0,2,Yes,8,Yes,0
15616954,Male,71,France,592,17013.54,0,2,Yes,4,Yes,0
15745826,Male,37,France,445,180012.39,0,2,Yes,3,Yes,0
15761340,Male,22,France,521,99828.45,0,2,Yes,5,Yes,0
15799480,Male,34,France,600,3756.23,0,2,Yes,0,Yes,0
15656471,Male,33,France,773,1118.31,0,2,Yes,9,Yes,0
15785342,Male,25,France,705,112331.19,0,2,Yes,9,Yes,0
15798429,Male,29,France,741,115994.52,0,2,Yes,8,Yes,0
15684294,Male,50,France,735,147075.69,0,2,Yes,2,Yes,0
15776743,Male,43,France,647,78488.39,0,2,Yes,9,Yes,0
15656627,Male,34,France,602,77414.45,0,2,Yes,5,Yes,0
15638269,Male,67,France,597,108645.85,0,2,Yes,2,Yes,0
15807473,Male,38,France,503,95153.24,0,2,Yes,1,Yes,0
15682211,Male,57,France,467,114448.77,0,2,Yes,1,Yes,0
15637411,Male,30,France,749,126551.65,0,2,Yes,1,Yes,0
15626143,Male,37,France,695,99692.65,0,2,Yes,2,Yes,0
15574283,Male,31,France,580,64014.24,0,2,Yes,2,Yes,0
15773242,Male,32,France,621,168779.47,0,2,Yes,1,Yes,0
15734365,Male,39,France,579,39891.84,0,2,Yes,5,Yes,0
15665177,Male,44,France,613,136491.72,0,2,Yes,3,Yes,0
15792679,Male,24,France,575,119927.81,0,2,Yes,2,Yes,0
15614054,Male,36,France,665,121505.61,0,2,Yes,1,Yes,0
15643826,Male,32,France,503,153036.97,0,2,Yes,4,Yes,0
15652700,Male,39,France,539,86767.48,0,2,Yes,6,Yes,0
15693752,Male,37,France,487,126722.57,0,2,Yes,2,Yes,0
15651955,Male,31,France,603,9607.1,0,2,Yes,4,Yes,0
15618391,Male,33,France,810,77965.67,0,2,Yes,6,Yes,0
15680804,Male,29,France,850,10672.54,0,2,Yes,6,Yes,0
15809462,Male,30,France,656,17104,0,2,Yes,3,Yes,0
15773394,Male,38,France,644,79928.41,0,2,Yes,3,Yes,0
15750396,Male,33,France,670,86413.11,0,2,Yes,1,Yes,0
15636590,Male,46,France,575,65998.26,0,2,Yes,1,Yes,0
15689661,Male,22,France,663,131827.15,0,2,Yes,6,Yes,0
15715643,Male,44,France,662,175314.87,0,2,Yes,8,Yes,0
15669501,Male,35,France,706,81718.37,0,2,Yes,5,Yes,0
15648725,Male,41,France,660,108665.89,0,2,Yes,3,Yes,0
15668679,Male,31,France,630,34475.14,0,2,Yes,0,Yes,0
15720529,Male,29,France,591,108684.65,0,2,Yes,6,Yes,0
15705918,Male,31,France,725,59650.42,0,2,Yes,8,Yes,0
15667451,Male,36,France,733,109127.54,0,2,Yes,5,Yes,0
15575605,Male,38,France,725,158697.28,0,2,Yes,6,Yes,0
15632789,Male,30,France,794,24113.91,0,2,Yes,8,Yes,0
15565996,Male,44,France,653,154639.72,0,2,Yes,8,Yes,0
15805627,Male,37,France,670,54229.74,0,2,Yes,2,Yes,0
15728906,Male,77,France,634,161579.85,0,2,Yes,5,Yes,0
15728010,Male,37,France,485,170226.47,0,2,Yes,5,Yes,0
15725028,Male,29,France,679,63687.06,0,2,Yes,3,Yes,0
15722479,Male,37,France,707,6035.51,0,2,Yes,1,Yes,0
15759133,Male,18,France,616,27308.58,0,2,Yes,6,Yes,0
15730360,Male,30,France,502,66263.87,0,2,Yes,4,Yes,0
15726167,Male,37,France,655,142415.97,0,2,Yes,4,Yes,0
15641715,Male,34,France,599,174196.68,0,2,Yes,8,Yes,0
15694677,Male,39,France,733,141841.31,0,2,Yes,1,Yes,0
15592326,Male,36,France,583,5571.59,0,2,Yes,8,Yes,0
15700549,Male,54,France,721,4493.12,0,2,Yes,5,Yes,0
15627365,Male,46,France,732,184350.78,0,2,Yes,0,Yes,0
15729377,Male,36,France,798,159044.1,0,2,Yes,1,Yes,0
15786539,Male,32,France,808,46200.71,0,2,Yes,1,Yes,0
15649430,Male,28,France,723,123885.88,0,2,Yes,4,Yes,0
15713250,Male,33,France,502,123509.01,0,2,Yes,8,Yes,0
15812470,Male,61,France,719,29132.43,0,2,Yes,5,Yes,0
15665590,Male,46,France,541,83456.67,0,2,Yes,6,Yes,0
15667460,Male,31,France,797,24748.89,0,2,Yes,9,Yes,0
15652667,Male,39,France,590,104730.52,0,2,Yes,9,Yes,0
15813192,Male,25,France,494,109988.09,0,2,Yes,6,Yes,0
15675450,Male,48,France,718,72105.63,0,2,Yes,9,Yes,0
15700693,Male,68,France,693,59864.96,0,2,Yes,2,Yes,0
15805162,Male,25,France,550,184221.11,0,2,Yes,0,Yes,0
15680843,Male,34,France,675,184842.21,0,2,Yes,8,Yes,0
15684358,Male,41,France,711,193747.57,0,2,Yes,3,Yes,0
15750547,Male,26,France,738,48644.94,0,2,Yes,9,Yes,0
